id_student,code_module,code_presentation,avg_clicks,total_clicks,active_weeks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label,final_result,highest_education,disability,gender,age_band,region
585998,DDD,2013J,71.33333333333333,214,3,-19.0,89.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,Wales
586011,FFF,2013J,59.0,59,1,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,North Region
586022,DDD,2013J,75.5,302,4,-1.0,72.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Scotland
586034,FFF,2013J,54.333333333333336,163,3,0.0,90.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,South West Region
586036,BBB,2014J,13.333333333333334,40,3,-15.0,0.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,Ireland
586046,CCC,2014J,40.0,160,4,3.0,67.0,1,1,0,1,Fail,HE Qualification,N,M,35-55,West Midlands Region
586046,EEE,2013J,67.66666666666667,203,3,,,0,0,0,0,Pass,HE Qualification,N,M,35-55,West Midlands Region
586047,CCC,2014J,150.0,450,3,3.0,67.0,1,1,1,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
586047,EEE,2013J,189.75,759,4,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
586054,GGG,2014B,29.5,59,2,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
586060,EEE,2013J,131.33333333333334,394,3,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,South Region
586072,BBB,2013J,6.5,26,4,6.0,53.0,1,1,0,1,Fail,Lower Than A Level,N,F,0-35,Wales
586078,BBB,2013J,2.0,2,1,-3.0,52.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South West Region
586080,FFF,2013J,79.0,316,4,-1.0,92.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,North Region
586083,GGG,2013J,26.333333333333332,79,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Midlands Region
586086,BBB,2014B,108.25,433,4,-2.0,75.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,Wales
586088,CCC,2014J,338.5,1354,4,3.0,67.0,1,1,1,0,Pass,A Level or Equivalent,N,F,35-55,Scotland
586111,BBB,2014B,4.0,4,1,,,0,0,0,1,Fail,Lower Than A Level,Y,F,0-35,South Region
586113,DDD,2013J,74.5,298,4,-8.0,71.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,North Western Region
586120,GGG,2013J,1.0,1,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,35-55,North Region
586121,DDD,2014J,26.75,107,4,-1.0,65.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
586128,DDD,2013J,192.75,771,4,-1.0,89.0,1,0,1,0,Pass,HE Qualification,N,M,35-55,East Midlands Region
586132,CCC,2014B,34.0,136,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Anglian Region
586132,EEE,2013J,44.0,176,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,East Anglian Region
586134,BBB,2014J,27.25,109,4,-3.0,1.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,London Region
586137,EEE,2013J,68.25,273,4,,,0,0,0,0,Pass,HE Qualification,N,M,0-35,North Region
586142,BBB,2014J,175.5,702,4,-2.0,100.0,1,0,1,0,Distinction,A Level or Equivalent,N,F,35-55,East Midlands Region
586145,BBB,2013J,1.5,3,2,-1.0,81.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,East Midlands Region
586158,GGG,2013J,9.333333333333334,28,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,West Midlands Region
586165,BBB,2013J,4.333333333333333,13,3,0.0,66.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,East Midlands Region
586180,BBB,2014J,4.0,4,1,-14.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
586224,FFF,2013J,74.25,297,4,-1.0,74.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,North Western Region
586227,CCC,2014J,64.25,257,4,3.0,78.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,East Anglian Region
586233,CCC,2014J,24.5,49,2,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,East Anglian Region
586233,FFF,2013J,137.5,550,4,-5.0,78.0,1,0,1,0,Pass,Lower Than A Level,Y,M,0-35,East Anglian Region
586236,EEE,2013J,87.0,348,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
586243,DDD,2013J,61.75,247,4,-10.0,81.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,North Region
586246,FFF,2013J,70.25,281,4,-1.0,86.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,East Midlands Region
586251,FFF,2013J,17.75,71,4,-1.0,62.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Anglian Region
586257,DDD,2013J,52.0,208,4,-2.0,91.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,Ireland
586259,FFF,2013J,62.0,186,3,0.0,46.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Wales
586261,CCC,2014J,91.33333333333333,274,3,3.0,56.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,London Region
586261,EEE,2013J,171.5,686,4,,,0,0,1,0,Distinction,Lower Than A Level,N,M,35-55,London Region
586281,FFF,2013J,229.5,918,4,-2.0,74.0,1,0,1,1,Withdrawn,Lower Than A Level,N,F,0-35,South East Region
586282,FFF,2014J,26.333333333333332,79,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region
586287,GGG,2013J,5.0,10,2,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
586315,DDD,2014J,78.75,315,4,-1.0,85.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,East Midlands Region
586324,GGG,2013J,25.0,50,2,,,0,0,0,0,Distinction,Lower Than A Level,N,F,0-35,South East Region
586337,GGG,2013J,8.0,24,3,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,South Region
586346,BBB,2013J,52.25,209,4,-5.0,69.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
586347,DDD,2014B,67.25,269,4,0.0,70.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,Wales
586351,FFF,2014B,15.0,15,1,21.0,62.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,South Region
586367,GGG,2013J,1.0,1,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South Region
586369,DDD,2014B,31.666666666666668,95,3,-1.0,80.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Midlands Region
586371,GGG,2014J,3.5,7,2,,,0,0,0,0,Pass,Lower Than A Level,N,F,35-55,South Region
586376,BBB,2014J,35.25,141,4,-1.0,100.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,South West Region
586398,BBB,2014J,7.0,14,2,0.0,100.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,West Midlands Region
586407,BBB,2013J,30.0,90,3,-1.0,75.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South West Region
586416,BBB,2013J,30.0,120,4,-17.0,72.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,Ireland
586423,GGG,2013J,3.0,6,2,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South Region
586428,FFF,2013J,113.66666666666667,341,3,-1.0,82.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
586436,CCC,2014B,14.0,42,3,,,0,0,0,1,Fail,Lower Than A Level,Y,F,0-35,East Anglian Region
586440,BBB,2013J,28.5,114,4,-1.0,65.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
586444,DDD,2014J,23.5,94,4,-1.0,50.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,Wales
586446,FFF,2013J,60.0,240,4,-1.0,62.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Yorkshire Region
586468,FFF,2013J,225.0,900,4,-7.0,60.0,1,0,1,0,Pass,HE Qualification,N,M,0-35,South West Region
586470,DDD,2013J,73.25,293,4,-1.0,92.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,Scotland
586473,CCC,2014B,19.5,39,2,,,0,0,0,1,Fail,A Level or Equivalent,Y,M,0-35,East Midlands Region
586473,EEE,2013J,205.0,820,4,,,0,0,1,1,Fail,A Level or Equivalent,Y,M,0-35,East Midlands Region
586474,EEE,2014J,138.0,414,3,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
586476,CCC,2014J,46.0,138,3,3.0,89.0,1,1,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
586476,EEE,2013J,61.333333333333336,184,3,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
586477,FFF,2013J,116.66666666666667,350,3,-4.0,80.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,London Region
586483,FFF,2013J,177.25,709,4,-2.0,88.0,1,0,1,0,Pass,Lower Than A Level,Y,M,35-55,South Region
586490,BBB,2013J,9.5,19,2,1.0,62.0,1,1,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
586493,GGG,2013J,7.75,31,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region
586494,GGG,2014B,15.0,30,2,,,0,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,South Region
586497,CCC,2014J,55.25,221,4,3.0,100.0,1,1,0,0,Distinction,A Level or Equivalent,N,M,0-35,East Midlands Region
586497,DDD,2013J,63.25,253,4,-3.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
586502,BBB,2014J,28.0,84,3,-1.0,1.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,West Midlands Region
586506,FFF,2014B,404.0,404,1,,,0,0,1,1,Fail,No Formal quals,N,F,35-55,London Region
586510,FFF,2013J,9.0,9,1,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South Region
586516,BBB,2013J,365.5,1462,4,0.0,90.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,F,35-55,South East Region
586516,BBB,2014J,76.0,228,3,0.0,100.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,South East Region
586518,FFF,2013J,96.33333333333333,289,3,8.0,76.0,1,1,0,0,Pass,HE Qualification,N,M,0-35,Scotland
586526,CCC,2014B,5.0,10,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South Region
586526,CCC,2014J,65.0,260,4,3.0,67.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South Region
586526,DDD,2013J,43.75,175,4,0.0,67.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
586535,BBB,2013J,89.75,359,4,-17.0,85.0,1,0,0,0,Pass,Lower Than A Level,Y,F,0-35,South Region
586537,DDD,2014B,49.25,197,4,-1.0,69.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region
586543,FFF,2013J,38.0,152,4,-1.0,40.0,1,0,0,1,Withdrawn,HE Qualification,N,M,0-35,North Region
586543,FFF,2014B,3.5,7,2,-3.0,36.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,North Region
586550,CCC,2014J,20.5,41,2,3.0,89.0,1,1,0,1,Withdrawn,HE Qualification,N,M,0-35,London Region
586550,DDD,2013J,15.75,63,4,0.0,61.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,London Region
586561,BBB,2014J,46.0,92,2,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,F,35-55,Wales
586563,GGG,2013J,24.5,49,2,,,0,0,0,1,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region
586581,BBB,2013J,49.0,196,4,0.0,86.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
586592,FFF,2014B,80.5,322,4,0.0,86.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
586594,CCC,2014J,185.0,740,4,3.0,78.0,1,1,1,0,Pass,A Level or Equivalent,N,M,35-55,East Anglian Region
586594,FFF,2013J,456.25,1825,4,-3.0,88.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,35-55,East Anglian Region
586609,DDD,2013J,31.25,125,4,0.0,78.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,North Region
586621,EEE,2013J,180.25,721,4,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
586625,DDD,2013J,73.5,294,4,0.0,79.0,1,0,0,1,Fail,HE Qualification,N,M,0-35,South East Region
586639,GGG,2013J,29.666666666666668,89,3,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
586642,FFF,2013J,34.0,102,3,-1.0,86.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
586652,BBB,2014J,16.666666666666668,50,3,-2.0,1.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,South East Region
586660,GGG,2013J,47.0,47,1,,,0,0,0,0,Pass,Lower Than A Level,N,F,35-55,South Region
586668,CCC,2014J,109.0,436,4,3.0,78.0,1,1,1,0,Pass,A Level or Equivalent,N,M,0-35,South Region
586668,EEE,2013J,338.0,1352,4,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,South Region
586689,GGG,2013J,10.0,10,1,,,0,0,0,0,Pass,Lower Than A Level,N,F,35-55,South East Region
586705,FFF,2013J,206.0,824,4,0.0,96.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,0-35,Yorkshire Region
586707,DDD,2013J,15.25,61,4,-2.0,70.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,West Midlands Region
586712,BBB,2014B,130.75,523,4,-3.0,91.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region
586716,CCC,2014B,141.0,564,4,2.0,40.0,1,1,1,1,Withdrawn,HE Qualification,N,M,0-35,Scotland
586716,EEE,2013J,95.0,190,2,,,0,0,0,0,Pass,HE Qualification,N,M,0-35,Scotland
586719,FFF,2013J,123.75,495,4,-1.0,86.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,West Midlands Region
586720,BBB,2013J,5.0,5,1,0.0,65.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,London Region
586729,DDD,2014J,46.0,184,4,-1.0,60.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
586742,BBB,2013J,14.5,58,4,-2.0,60.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
586750,CCC,2014J,93.75,375,4,3.0,44.0,1,1,0,1,Fail,Lower Than A Level,N,M,35-55,Ireland
586750,EEE,2013J,94.0,376,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,35-55,Ireland
586753,FFF,2013J,40.25,161,4,0.0,84.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,Yorkshire Region
586758,FFF,2013J,89.5,358,4,0.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
586762,CCC,2014J,276.0,1104,4,3.0,67.0,1,1,1,0,Pass,Lower Than A Level,N,M,0-35,Yorkshire Region
586762,DDD,2013J,129.25,517,4,-5.0,72.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,Yorkshire Region
586781,CCC,2014J,69.0,276,4,3.0,100.0,1,1,0,0,Distinction,HE Qualification,N,M,35-55,South Region
586781,FFF,2013J,158.5,634,4,-2.0,90.0,1,0,0,0,Distinction,HE Qualification,N,M,35-55,South Region
586784,FFF,2013J,114.75,459,4,-1.0,76.0,1,0,0,0,Pass,A Level or Equivalent,Y,F,0-35,East Anglian Region
586787,GGG,2013J,7.666666666666667,23,3,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
586800,DDD,2013J,180.0,720,4,-3.0,94.0,1,0,0,0,Distinction,HE Qualification,N,M,35-55,East Anglian Region
586808,CCC,2014J,52.0,156,3,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
586808,FFF,2013J,120.0,480,4,-1.0,78.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
586811,FFF,2014J,61.5,246,4,1.0,54.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,South Region
586818,BBB,2014J,50.666666666666664,152,3,0.0,100.0,1,0,0,1,Fail,Lower Than A Level,Y,F,0-35,East Anglian Region
586818,GGG,2013J,5.0,15,3,,,0,0,0,0,Pass,Lower Than A Level,Y,F,0-35,East Anglian Region
586836,BBB,2013J,23.666666666666668,71,3,0.0,48.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,West Midlands Region
586838,CCC,2014J,97.0,291,3,3.0,33.0,1,1,1,0,Pass,Lower Than A Level,N,M,0-35,East Midlands Region
586838,EEE,2013J,83.25,333,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,East Midlands Region
586843,BBB,2013J,68.25,273,4,-1.0,81.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
586851,FFF,2013J,79.75,319,4,-1.0,84.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Wales
586855,FFF,2013J,97.5,390,4,0.0,92.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,North Region
586876,DDD,2014B,44.25,177,4,-2.0,86.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Midlands Region
586891,FFF,2013J,116.25,465,4,0.0,74.0,1,0,1,0,Pass,Lower Than A Level,N,M,35-55,East Anglian Region
586906,FFF,2013J,8.0,16,2,,,0,0,0,1,Withdrawn,HE Qualification,Y,M,0-35,Scotland
586906,FFF,2014J,204.33333333333334,613,3,0.0,84.0,1,0,1,0,Pass,HE Qualification,Y,M,0-35,Scotland
586912,DDD,2013J,75.75,303,4,-6.0,66.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South East Region
586914,GGG,2013J,8.0,16,2,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
586917,FFF,2014B,244.75,979,4,-4.0,48.0,1,0,1,0,Pass,Lower Than A Level,N,F,0-35,North Western Region
586921,CCC,2014B,67.25,269,4,2.0,40.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Anglian Region
586921,CCC,2014J,25.75,103,4,3.0,56.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,East Anglian Region
586921,EEE,2013J,128.25,513,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,0-35,East Anglian Region
586925,FFF,2013J,118.75,475,4,0.0,78.0,1,0,0,1,Fail,Lower Than A Level,Y,M,0-35,West Midlands Region
586928,BBB,2013J,38.0,152,4,0.0,87.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,West Midlands Region
586935,FFF,2013J,124.5,498,4,-2.0,84.0,1,0,1,0,Pass,HE Qualification,N,M,0-35,Scotland
586946,DDD,2014B,19.333333333333332,58,3,-1.0,50.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,West Midlands Region
586946,DDD,2014J,25.25,101,4,-1.0,60.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
586957,FFF,2013J,51.25,205,4,-3.0,82.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,Wales
586962,CCC,2014B,39.5,79,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South Region
586962,EEE,2013J,194.5,778,4,,,0,0,1,0,Pass,A Level or Equivalent,N,M,0-35,South Region
586974,FFF,2013J,34.25,137,4,1.0,56.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,East Anglian Region
586979,EEE,2013J,48.0,192,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,35-55,South Region
586981,GGG,2013J,39.5,158,4,,,0,0,0,1,Fail,Lower Than A Level,Y,M,35-55,Yorkshire Region
586995,BBB,2014B,23.5,94,4,-1.0,75.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,South Region
586996,BBB,2013J,91.25,365,4,-3.0,77.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,Wales
587002,DDD,2013J,39.75,159,4,-3.0,92.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,North Western Region
587004,GGG,2013J,29.0,116,4,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Anglian Region
587006,DDD,2013J,20.666666666666668,62,3,0.0,56.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,Scotland
587008,CCC,2014J,75.66666666666667,227,3,3.0,78.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
587008,EEE,2014J,122.25,489,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
587014,EEE,2013J,17.5,70,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,South Region
587037,BBB,2014J,14.0,42,3,-1.0,1.0,1,0,0,1,Withdrawn,HE Qualification,N,M,0-35,South East Region
587051,BBB,2013J,25.333333333333332,76,3,-1.0,91.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Midlands Region
587054,BBB,2014J,26.0,104,4,-2.0,100.0,1,0,0,0,Pass,HE Qualification,N,F,35-55,Wales
587082,CCC,2014J,43.0,86,2,3.0,89.0,1,1,0,1,Fail,Lower Than A Level,N,M,0-35,South West Region
587099,DDD,2013J,14.0,14,1,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,F,0-35,East Anglian Region
587122,CCC,2014B,125.66666666666667,377,3,2.0,30.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
587122,CCC,2014J,68.5,274,4,3.0,67.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
587122,EEE,2013J,79.0,316,4,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
587122,EEE,2014J,2.5,10,4,,,0,0,0,1,Fail,Lower Than A Level,N,M,35-55,Scotland
587126,FFF,2013J,272.5,1090,4,-2.0,72.0,1,0,1,0,Distinction,HE Qualification,N,M,35-55,West Midlands Region
587140,DDD,2014J,325.0,1300,4,-7.0,60.0,1,0,1,0,Pass,HE Qualification,N,F,35-55,Scotland
587150,GGG,2013J,30.0,120,4,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,M,35-55,North Western Region
587161,GGG,2013J,11.0,22,2,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,South West Region
587178,FFF,2013J,189.25,757,4,-1.0,80.0,1,0,1,0,Pass,HE Qualification,N,M,35-55,North Region
587179,DDD,2013J,12.5,25,2,,,0,0,0,1,Withdrawn,HE Qualification,N,F,0-35,West Midlands Region
587181,BBB,2014B,18.0,18,1,-1.0,74.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,South Region
587183,GGG,2013J,22.666666666666668,68,3,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,Yorkshire Region
587192,BBB,2013J,18.0,72,4,-4.0,86.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,West Midlands Region
587195,CCC,2014J,5.5,11,2,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,South West Region
587195,FFF,2013J,2.5,5,2,,,0,0,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,South West Region
587195,FFF,2014B,123.25,493,4,0.0,84.0,1,0,1,1,Withdrawn,Lower Than A Level,Y,M,0-35,South West Region
587219,BBB,2013J,86.75,347,4,0.0,61.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,35-55,South West Region
587223,BBB,2013J,136.25,545,4,-4.0,55.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,South West Region
587244,CCC,2014J,121.5,486,4,3.0,67.0,1,1,0,1,Fail,Lower Than A Level,N,F,35-55,South West Region
587275,GGG,2013J,25.5,102,4,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,South West Region
587283,GGG,2013J,5.0,5,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South Region
587286,FFF,2013J,155.0,620,4,-6.0,96.0,1,0,0,0,Distinction,HE Qualification,N,M,35-55,Ireland
587287,GGG,2014B,1.5,3,2,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,West Midlands Region
587294,FFF,2013J,101.25,405,4,6.0,76.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,Yorkshire Region
587297,BBB,2013J,75.0,300,4,-1.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Region
587308,FFF,2013J,3.0,3,1,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,North Western Region
587319,EEE,2013J,61.0,183,3,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
587323,EEE,2014B,44.75,179,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,35-55,London Region
587324,FFF,2013J,136.75,547,4,2.0,72.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Scotland
587330,GGG,2013J,57.25,229,4,,,0,0,0,0,Distinction,Lower Than A Level,N,M,0-35,Yorkshire Region
587334,FFF,2013J,142.25,569,4,-2.0,68.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
587346,EEE,2013J,68.0,272,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Wales
587362,GGG,2013J,9.0,18,2,,,0,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,East Anglian Region
587369,FFF,2013J,257.75,1031,4,-5.0,90.0,1,0,1,1,Fail,HE Qualification,N,M,35-55,South East Region
587374,GGG,2013J,22.0,22,1,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,East Anglian Region
587375,DDD,2014J,40.25,161,4,-4.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
587377,CCC,2014J,21.666666666666668,65,3,3.0,56.0,1,1,0,1,Fail,A Level or Equivalent,Y,M,0-35,East Midlands Region
587382,EEE,2013J,26.75,107,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,North Region
587391,CCC,2014J,71.0,284,4,3.0,100.0,1,1,0,0,Distinction,A Level or Equivalent,N,M,35-55,South West Region
587403,DDD,2014B,12.5,50,4,21.0,58.0,1,1,0,1,Withdrawn,A Level or Equivalent,Y,M,0-35,Wales
587418,BBB,2013J,43.0,172,4,-1.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
587423,BBB,2013J,109.0,436,4,-1.0,64.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,0-35,Yorkshire Region
587434,BBB,2014J,7.5,15,2,-11.0,1.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
587435,FFF,2013J,138.0,552,4,-2.0,78.0,1,0,1,1,Fail,Lower Than A Level,N,M,0-35,East Anglian Region
587446,DDD,2014J,92.0,276,3,0.0,65.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
587451,FFF,2013J,67.0,268,4,-2.0,66.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,Scotland
587456,FFF,2013J,62.25,249,4,-2.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South East Region
587459,BBB,2014J,33.666666666666664,101,3,-6.0,100.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,Wales
587462,FFF,2013J,57.0,171,3,-4.0,94.0,1,0,0,1,Fail,Lower Than A Level,N,M,0-35,West Midlands Region
587478,GGG,2013J,18.0,36,2,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
